HomeTeam,AwayTeam,HomeGoal,AwayGoal,HomeShots,AwayShots,HomeShotOnTarget,AwayShotOnTarget,HomeCorners,AwayCorners
Liverpool,Southampton,1,0,24,8,11.0,4.0,10,4
Man City,Everton,1,1,9,8,6.0,5.0,5,2
QPR,Aston Villa,1,1,17,7,12.0,3.0,11,4
Reading,Man United,3,4,10,10,7.0,5.0,6,1
West Brom,Stoke,0,1,14,6,11.0,4.0,5,5
Fulham,Tottenham,0,3,8,10,2.0,6.0,2,1
West Ham,Chelsea,3,1,16,16,13.0,9.0,14,5
Wigan,Man City,0,2,9,15,4.0,6.0,6,6
Swansea,West Brom,3,1,13,6,8.0,2.0,5,2
Chelsea,Fulham,0,0,17,8,13.0,7.0,10,2
Tottenham,Liverpool,2,1,14,14,7.0,9.0,1,12
Southampton,Norwich,1,1,8,9,2.0,5.0,3,7
Man United,West Ham,1,0,23,9,13.0,3.0,5,5
Everton,Arsenal,1,1,14,12,10.0,9.0,6,6
Stoke,Newcastle,2,1,11,7,5.0,6.0,7,2
Aston Villa,Reading,1,0,15,11,7.0,6.0,8,3
Sunderland,QPR,0,0,13,13,8.0,9.0,5,8
Swansea,Liverpool,0,0,17,21,8.0,14.0,7,6
Tottenham,West Ham,3,1,25,10,13.0,6.0,4,2
Southampton,Newcastle,2,0,17,8,10.0,3.0,4,3
Chelsea,Man City,0,0,5,11,1.0,7.0,6,11
Sunderland,West Brom,2,4,19,11,12.0,6.0,7,2
Stoke,Fulham,1,0,12,8,3.0,5.0,7,2
Man United,QPR,3,1,15,10,10.0,6.0,9,7
Everton,Norwich,1,1,14,8,9.0,4.0,4,2
Aston Villa,Arsenal,0,0,10,13,8.0,6.0,7,6
Wigan,Reading,3,2,19,16,11.0,10.0,9,5
West Ham,Stoke,1,1,16,12,11.0,6.0,12,4
Fulham,Sunderland,1,3,18,12,13.0,9.0,4,4
Liverpool,Wigan,3,0,22,9,11.0,3.0,10,5
Norwich,Man United,1,0,10,12,5.0,9.0,0,12
West Brom,Chelsea,2,1,8,19,6.0,12.0,0,12
Newcastle,Swansea,1,2,27,15,10.0,9.0,5,4
Man City,Aston Villa,5,0,21,10,8.0,8.0,9,4
Arsenal,Tottenham,5,2,13,6,10.0,4.0,6,6
Reading,Everton,2,1,12,21,4.0,11.0,7,13
QPR,Southampton,1,3,13,21,7.0,15.0,4,13
Newcastle,West Ham,0,1,14,10,9.0,5.0,11,4
Chelsea,Liverpool,1,1,12,9,3.0,5.0,4,7
Man City,Tottenham,2,1,16,6,8.0,2.0,8,2
Reading,Norwich,0,0,7,10,3.0,3.0,10,3
Southampton,Swansea,1,1,11,5,5.0,3.0,10,6
Stoke,QPR,1,0,10,17,5.0,8.0,5,5
Arsenal,Fulham,3,3,15,9,9.0,5.0,8,6
Aston Villa,Man United,2,3,10,16,7.0,7.0,5,6
Wigan,West Brom,1,2,14,7,6.0,4.0,5,8
Everton,Sunderland,2,1,16,6,10.0,4.0,6,2
West Brom,Southampton,2,0,16,9,6.0,5.0,8,6
QPR,Reading,1,1,23,18,12.0,8.0,8,8
Liverpool,Newcastle,1,1,20,10,12.0,3.0,14,3
Tottenham,Wigan,0,1,13,7,10.0,4.0,9,3
Swansea,Chelsea,1,1,9,11,7.0,7.0,8,6
Man United,Arsenal,2,1,11,7,7.0,3.0,6,1
West Ham,Man City,0,0,6,18,1.0,8.0,3,7
Sunderland,Aston Villa,0,1,11,9,1.0,6.0,6,7
Fulham,Everton,2,2,8,26,5.0,15.0,5,9
Norwich,Stoke,1,0,12,8,8.0,3.0,9,1
Everton,Liverpool,2,2,17,12,8.0,5.0,9,5
Newcastle,West Brom,2,1,10,8,6.0,4.0,6,4
Chelsea,Man United,2,3,14,15,11.0,7.0,8,6
Southampton,Tottenham,1,2,11,11,6.0,4.0,2,3
Stoke,Sunderland,0,0,11,6,6.0,3.0,7,3
Arsenal,QPR,1,0,21,4,11.0,3.0,5,2
Reading,Fulham,3,3,15,16,9.0,8.0,6,8
Aston Villa,Norwich,1,1,7,14,5.0,6.0,3,8
Man City,Swansea,1,0,10,9,5.0,5.0,3,0
Wigan,West Ham,2,1,17,15,13.0,11.0,6,6
Sunderland,Newcastle,1,1,16,10,6.0,7.0,8,4
QPR,Everton,1,1,14,10,6.0,4.0,5,4
Liverpool,Reading,1,0,23,8,13.0,5.0,6,5
Norwich,Arsenal,1,0,7,13,3.0,7.0,2,10
Fulham,Aston Villa,1,0,17,9,8.0,4.0,6,4
Tottenham,Chelsea,2,4,23,11,16.0,7.0,7,4
Swansea,Wigan,2,1,18,10,11.0,7.0,9,2
Man United,Stoke,4,2,13,8,8.0,6.0,3,3
West Ham,Southampton,4,1,9,11,8.0,4.0,6,3
West Brom,Man City,1,2,16,21,8.0,13.0,6,9
Newcastle,Man United,0,3,13,12,3.0,9.0,8,6
Southampton,Fulham,2,2,13,14,6.0,5.0,8,8
Tottenham,Aston Villa,2,0,23,8,10.0,5.0,8,0
Liverpool,Stoke,0,0,16,5,5.0,3.0,5,5
Man City,Sunderland,3,0,26,8,16.0,6.0,15,4
Wigan,Everton,2,2,10,16,6.0,11.0,7,6
West Ham,Arsenal,1,3,7,20,3.0,14.0,4,16
Chelsea,Norwich,4,1,20,7,13.0,4.0,10,2
Swansea,Reading,2,2,25,8,16.0,6.0,11,3
West Brom,QPR,3,2,13,13,8.0,6.0,2,5
QPR,West Ham,1,2,13,17,9.0,10.0,4,13
Aston Villa,West Brom,1,1,19,14,8.0,7.0,11,4
Sunderland,Wigan,1,0,11,8,6.0,3.0,8,1
Everton,Southampton,3,1,17,8,9.0,2.0,10,3
Stoke,Swansea,2,0,10,8,5.0,0.0,6,8
Norwich,Liverpool,2,5,10,10,7.0,6.0,5,5
Man United,Tottenham,2,3,15,10,8.0,6.0,9,5
Fulham,Man City,1,2,7,21,3.0,12.0,2,4
Arsenal,Chelsea,1,2,14,10,5.0,5.0,6,5
Reading,Newcastle,2,2,14,8,7.0,3.0,6,3
Liverpool,Man United,1,2,13,8,8.0,4.0,7,3
Newcastle,Norwich,1,0,16,8,8.0,3.0,4,5
Man City,Arsenal,1,1,14,10,10.0,4.0,9,4
Tottenham,QPR,2,1,18,9,14.0,6.0,10,9
Wigan,Fulham,1,2,18,12,9.0,9.0,8,7
West Ham,Sunderland,1,1,20,4,11.0,2.0,10,1
Chelsea,Stoke,1,0,17,13,9.0,6.0,13,3
Southampton,Aston Villa,4,1,12,8,4.0,2.0,1,4
Swansea,Everton,0,3,18,30,11.0,19.0,8,3
West Brom,Reading,1,0,9,8,4.0,1.0,9,1
Everton,Newcastle,2,2,17,11,10.0,7.0,3,3
Reading,Tottenham,1,3,4,22,2.0,11.0,7,4
Fulham,West Brom,3,0,23,10,14.0,8.0,5,4
QPR,Chelsea,0,0,10,13,6.0,9.0,2,4
Man United,Wigan,4,0,17,8,10.0,4.0,5,5
Stoke,Man City,1,1,4,15,3.0,11.0,6,5
Aston Villa,Swansea,2,0,17,10,13.0,5.0,11,5
Norwich,West Ham,0,0,20,9,14.0,4.0,8,5
Sunderland,Liverpool,1,1,6,20,4.0,9.0,2,7
Arsenal,Southampton,6,1,20,9,12.0,4.0,8,3
Southampton,Man United,2,3,15,18,8.0,9.0,4,7
Liverpool,Arsenal,0,2,17,11,8.0,7.0,10,2
Newcastle,Aston Villa,1,1,16,13,6.0,9.0,10,6
Tottenham,Norwich,1,1,15,10,9.0,4.0,4,2
West Ham,Fulham,3,0,17,14,12.0,13.0,6,6
West Brom,Everton,2,0,14,12,8.0,5.0,6,3
Swansea,Sunderland,2,2,14,4,10.0,3.0,8,0
Wigan,Stoke,2,2,9,16,5.0,8.0,2,1
Man City,QPR,3,1,19,9,12.0,5.0,8,3
Liverpool,Man City,2,2,15,11,8.0,5.0,4,4
Stoke,Arsenal,0,0,7,16,4.0,6.0,0,11
Man United,Fulham,3,2,20,14,11.0,11.0,8,8
Aston Villa,Everton,1,3,7,19,3.0,11.0,1,9
Tottenham,West Brom,1,1,18,10,10.0,5.0,7,5
Swansea,West Ham,3,0,10,7,7.0,6.0,5,4
Norwich,QPR,1,1,13,6,4.0,4.0,6,2
Chelsea,Newcastle,2,0,11,11,6.0,5.0,2,3
Southampton,Wigan,0,2,14,12,9.0,8.0,10,3
Chelsea,Reading,4,2,23,7,11.0,5.0,1,5
Everton,Man United,1,0,16,12,7.0,7.0,6,8
Man City,Southampton,3,2,20,9,15.0,6.0,7,3
Wigan,Chelsea,0,2,12,5,4.0,3.0,7,1
West Brom,Liverpool,3,0,15,14,10.0,7.0,7,3
QPR,Swansea,0,5,20,12,11.0,8.0,5,3
West Ham,Aston Villa,1,0,8,10,4.0,6.0,6,4
Reading,Stoke,1,1,9,6,3.0,3.0,4,3
Fulham,Norwich,5,0,11,4,9.0,2.0,6,3
Newcastle,Tottenham,2,1,6,12,4.0,6.0,3,5
Arsenal,Sunderland,0,0,14,3,4.0,2.0,7,0
